Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
CTM,Level,Y,Y,43.0,30,43.1,Y,561,3.0,-999997.0
Direct,Decreasing with CI,Y,N,46.0,20,11.2,Y,561,3.0,-999997.0
MSM,Level,Y,Y,40.0,30,20.67,N,9999,,
CTM,Level with CI,Y,N,47.0,25,10.59,N,9999,,
Direct,Level,Y,N,44.0,15,12.1,N,9999,,
MSM,Decreasing with CI,Y,N,54.0,40,12.1,N,9999,,
CTM,Level with CI,Y,Y,46.0,30,16.93,N,9999,,
MSM,Level with CI,N,N,35.0,10,12.99,N,538,3.0,-999997.0
MSM,Decreasing with CI,Y,N,46.0,30,13.87,Y,9999,,
Direct,Decreasing,N,Y,39.0,5,13.87,Y,9999,,
Direct,Decreasing accelerated,N,N,32.0,10,13.87,Y,9999,,
CTM,Level accelerated,N,Y,60.0,40,13.87,Y,9999,,
MSM,Level,Y,Y,26.0,30,18.54,N,9999,,
Direct,Level,N,Y,54.0,20,4.4,N,552,7.0,-999997.0
Direct,Level,N,Y,39.0,20,11.87,N,525,-999997.0,
Direct,Decreasing,Y,N,45.0,20,11.87,N,525,-999997.0,
Direct,Level,N,Y,30.0,20,10.84,N,9999,,
Direct,Decreasing with CI,Y,N,44.0,20,10.84,N,9999,,
Direct,Decreasing with CI,N,Y,41.0,20,24.13,N,585,6.0,-999997.0
CTM,Level,N,N,37.0,30,26.32,N,585,6.0,-999997.0
CTM,Decreasing with CI,N,Y,60.0,35,26.32,N,585,6.0,-999997.0
CTM,Level with CI,N,N,46.0,20,15.17,N,576,22.0,-999997.0
MSM,Level,Y,Y,64.0,20,9.1,N,576,22.0,-999997.0
CTM,Decreasing,Y,N,43.0,5,12.03,N,576,22.0,-999997.0
Direct,Level,Y,Y,32.0,20,5.54,Y,559,4.0,-999997.0
CTM,Level with CI,N,N,36.0,10,5.54,Y,559,4.0,-999997.0
CTM,Decreasing,N,N,45.0,20,18.23,N,539,5.0,-999997.0
MSM,Level,Y,N,26.0,20,21.1,N,539,5.0,-999997.0
CTM,Level with CI,N,N,36.0,20,66.03,N,569,12.0,-999997.0
CTM,Level with CI,Y,N,54.0,30,19.37,N,532,3.0,-999997.0
CTM,Decreasing,Y,Y,39.0,20,17.19,N,567,12.0,-999997.0
Direct,Decreasing accelerated,Y,N,24.0,20,21.97,N,567,12.0,-999997.0
CTM,Level,N,Y,48.0,20,15.17,N,567,12.0,-999997.0
MSM,Level,N,N,51.0,30,9.1,N,567,12.0,-999997.0
Direct,Decreasing,N,N,38.0,10,12.03,N,567,12.0,-999997.0
MSM,Level with CI,N,Y,47.0,30,25.0,N,578,3.0,62.0
Direct,Level accelerated,Y,Y,46.0,30,25.0,N,578,3.0,62.0
CTM,Level,N,Y,40.0,35,55.27,N,9999,,
MSM,Level,Y,N,43.0,30,12.55,N,540,5.0,-999997.0
CTM,Decreasing,Y,N,43.0,20,14.2,N,550,5.0,-999997.0
CTM,Level,Y,N,51.0,10,10.0,N,550,5.0,-999997.0
CTM,Level,Y,N,46.0,10,14.2,N,550,5.0,-999997.0
Direct,Level,Y,Y,39.0,20,56.96,N,569,12.0,-999997.0
Direct,Level with CI,Y,N,39.0,25,67.26,N,569,12.0,-999997.0
Direct,Decreasing,Y,Y,46.0,20,79.48,N,569,12.0,-999997.0
MSM,Level,N,N,39.0,25,79.48,N,569,12.0,-999997.0
CTM,Level,Y,N,52.0,15,24.08,N,569,12.0,-999997.0
Direct,Level,Y,N,54.0,20,27.64,N,532,3.0,-999997.0
MSM,Level with CI,Y,N,38.0,10,29.3,N,532,3.0,-999997.0
Direct,Decreasing,N,Y,36.0,30,25.92,N,572,0.0,-999997.0
CTM,Decreasing with CI,Y,N,45.0,10,22.62,N,572,0.0,-999997.0
CTM,Decreasing with CI,Y,Y,53.0,5,25.92,N,572,0.0,-999997.0
Direct,Decreasing,N,Y,44.0,20,13.2,N,572,0.0,-999997.0
MSM,Level,Y,Y,47.0,40,6.41,Y,561,12.0,-999997.0
CTM,Decreasing,Y,N,46.0,20,6.41,Y,561,12.0,-999997.0
Direct,Level,Y,Y,39.0,30,87.79,N,563,6.0,-999997.0
MSM,Level with CI,N,Y,47.0,20,34.91,N,563,6.0,-999997.0
Direct,Level,Y,N,37.0,10,34.91,N,563,6.0,-999997.0
Direct,Decreasing,N,Y,28.0,20,41.01,N,563,6.0,-999997.0
CTM,Decreasing with CI,Y,N,36.0,20,34.91,N,563,6.0,-999997.0
Direct,Decreasing,Y,Y,47.0,5,20.61,N,563,6.0,-999997.0
MSM,Decreasing with CI,Y,N,54.0,30,8.89,Y,553,23.0,-999997.0
CTM,Level with CI,Y,N,35.0,20,8.89,Y,553,23.0,-999997.0
CTM,Level,N,Y,47.0,5,8.89,Y,553,23.0,-999997.0
Direct,Level with CI,N,N,51.0,40,8.22,Y,553,23.0,-999997.0
Direct,Level,Y,N,57.0,30,6.53,Y,553,23.0,-999997.0
CTM,Level,Y,Y,44.0,40,8.22,Y,553,23.0,-999997.0
CTM,Decreasing accelerated,Y,N,40.0,30,6.53,Y,553,23.0,-999997.0
CTM,Level,N,N,47.0,20,94.45,N,568,3.0,-999997.0
CTM,Level,Y,Y,41.0,10,7.49,N,567,6.0,-999997.0
MSM,Decreasing,N,Y,24.0,30,39.52,N,547,3.0,-999997.0
Direct,Decreasing,N,N,45.0,20,39.52,N,547,3.0,-999997.0
CTM,Level,N,N,43.0,20,6.41,Y,561,12.0,-999997.0
CTM,Decreasing with CI,N,N,50.0,20,6.41,Y,561,12.0,-999997.0
MSM,Level,N,Y,56.0,20,6.41,Y,561,12.0,-999997.0
MSM,Level,Y,N,46.0,25,8.68,Y,561,12.0,-999997.0
CTM,Level with CI,Y,N,46.0,20,6.41,Y,561,12.0,-999997.0
CTM,Level,Y,Y,38.0,10,9.97,N,545,10.0,-999997.0
CTM,Level,Y,Y,46.0,20,9.97,N,545,10.0,-999997.0
CTM,Level with CI,N,N,47.0,25,13.58,N,545,10.0,-999997.0
CTM,Level accelerated,Y,N,52.0,10,3.41,N,9999,,
Direct,Level with CI,Y,N,59.0,40,3.66,N,9999,,
Direct,Level with CI,Y,N,41.0,20,4.0,N,9999,,
CTM,Decreasing with CI,N,N,41.0,25,3.67,N,9999,,
CTM,Level,Y,Y,53.0,5,3.95,N,9999,,
CTM,Level,Y,N,37.0,30,4.31,N,9999,,
CTM,Level,Y,Y,47.0,20,4.2,N,9999,,
CTM,Decreasing,N,Y,56.0,10,4.6,N,9999,,
MSM,Decreasing with CI,Y,N,37.0,15,5.08,N,9999,,
Direct,Level accelerated,Y,N,46.0,20,6.74,N,9999,,
CTM,Level with CI,Y,N,52.0,10,7.53,N,9999,,
CTM,Decreasing accelerated,Y,N,54.0,10,8.35,N,9999,,
Direct,Level with CI,Y,N,49.0,20,3.18,N,9999,,
Direct,Level with CI,Y,N,47.0,5,3.43,N,9999,,
CTM,Level accelerated,Y,N,51.0,30,3.78,N,9999,,
Direct,Level with CI,N,N,44.0,30,3.35,N,9999,,
CTM,Decreasing,Y,N,46.0,20,3.63,N,9999,,
CTM,Decreasing,N,N,40.0,10,4.0,N,9999,,
Direct,Level,N,N,27.0,30,12.26,N,9999,,
MSM,Level,Y,N,35.0,30,40.11,N,9999,,
Direct,Decreasing with CI,Y,N,56.0,20,8.6,N,9999,,
MSM,Level,Y,Y,47.0,25,20.0,N,581,11.0,-999997.0
CTM,Level accelerated,Y,Y,32.0,20,10.35,Y,556,12.0,-999997.0
MSM,Level,Y,N,57.0,10,10.35,Y,556,12.0,-999997.0
MSM,Level,Y,Y,36.0,20,10.35,Y,556,12.0,-999997.0
CTM,Decreasing with CI,N,N,39.0,5,10.35,Y,556,12.0,-999997.0
Direct,Decreasing accelerated,Y,Y,33.0,20,88.62,N,593,11.0,-999997.0
MSM,Decreasing with CI,Y,Y,48.0,35,88.62,N,593,11.0,-999997.0
CTM,Level with CI,Y,N,32.0,20,45.65,N,9999,,
CTM,Decreasing with CI,Y,N,46.0,10,51.15,N,9999,,
CTM,Level,N,Y,53.0,5,23.39,N,568,8.0,-999997.0
Direct,Level accelerated,Y,Y,50.0,15,15.0,N,568,8.0,-999997.0
CTM,Decreasing with CI,N,N,47.0,20,65.75,N,568,8.0,-999997.0
Direct,Level,Y,N,23.0,30,15.01,N,568,8.0,-999997.0
Direct,Decreasing with CI,Y,Y,51.0,15,36.84,N,568,8.0,-999997.0
CTM,Decreasing,N,N,37.0,20,46.48,N,568,8.0,-999997.0
Direct,Decreasing with CI,Y,Y,62.0,20,15.0,N,568,8.0,-999997.0
CTM,Level with CI,Y,N,57.0,30,15.61,N,568,8.0,-999997.0
MSM,Decreasing with CI,N,N,26.0,20,23.83,Y,558,0.0,-999997.0
CTM,Decreasing with CI,Y,Y,48.0,30,23.83,Y,558,0.0,-999997.0
CTM,Level with CI,Y,Y,48.0,20,23.83,Y,558,0.0,-999997.0
Direct,Level,Y,N,46.0,20,15.0,N,568,5.0,-999997.0
CTM,Level accelerated,N,Y,49.0,30,16.42,N,568,5.0,-999997.0
CTM,Decreasing,N,Y,43.0,20,17.61,Y,568,5.0,-999997.0
CTM,Level,Y,Y,52.0,30,28.85,N,9999,,
MSM,Level with CI,Y,N,32.0,20,7.08,N,9999,,
CTM,Level,Y,N,43.0,10,7.08,N,9999,,
CTM,Level accelerated,N,Y,39.0,10,19.37,N,532,3.0,-999997.0
MSM,Level,Y,N,45.0,40,143.14,N,485,-999997.0,
Direct,Decreasing,Y,Y,46.0,10,5.44,N,9999,,
Direct,Decreasing,Y,N,44.0,30,11.64,N,564,19.0,-999997.0
MSM,Level accelerated,N,N,34.0,30,11.64,N,564,19.0,-999997.0
CTM,Decreasing,Y,N,47.0,25,14.14,N,557,6.0,-999997.0
CTM,Level,Y,Y,57.0,20,14.14,N,557,6.0,-999997.0
CTM,Level,N,Y,36.0,40,23.31,N,9999,,
MSM,Decreasing accelerated,Y,N,43.0,10,24.36,N,583,5.0,-999997.0
Direct,Decreasing with CI,Y,N,42.0,20,6.9,N,540,4.0,-999997.0
CTM,Decreasing accelerated,Y,Y,46.0,20,9.93,N,540,4.0,-999997.0
CTM,Decreasing with CI,Y,N,51.0,20,23.42,N,572,3.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,30,29.73,N,587,2.0,-999997.0
Direct,Decreasing with CI,N,Y,43.0,20,29.99,N,587,2.0,-999997.0
MSM,Decreasing accelerated,Y,N,36.0,20,77.46,N,587,2.0,-999997.0
MSM,Level accelerated,Y,N,42.0,20,77.46,N,587,2.0,-999997.0
CTM,Level accelerated,Y,Y,35.0,25,68.41,N,602,0.0,-999997.0
Direct,Decreasing with CI,Y,Y,63.0,30,64.05,N,567,4.0,-999997.0
MSM,Level with CI,N,N,51.0,30,46.42,N,567,4.0,-999997.0
CTM,Level accelerated,Y,N,39.0,30,46.42,N,567,4.0,-999997.0
Direct,Level accelerated,Y,N,59.0,20,35.18,N,567,4.0,-999997.0
MSM,Level,Y,N,53.0,5,4.97,N,9999,,
MSM,Level with CI,Y,N,48.0,30,5.38,N,9999,,
Direct,Level,Y,N,45.0,20,5.88,N,9999,,
MSM,Level,Y,Y,58.0,20,8.85,N,9999,,
MSM,Level,N,Y,39.0,5,9.69,N,9999,,
CTM,Level with CI,Y,N,45.0,30,10.58,N,9999,,
Direct,Level,N,Y,47.0,15,6.1,N,9999,,
Direct,Level,Y,Y,40.0,20,6.88,N,9999,,
CTM,Level with CI,Y,N,42.0,15,7.85,N,9999,,
Direct,Level accelerated,Y,N,52.0,10,4.81,N,9999,,
Direct,Decreasing,N,N,51.0,30,5.36,N,9999,,
CTM,Level,Y,Y,42.0,10,6.08,N,9999,,
CTM,Level,N,N,45.0,5,24.14,N,9999,,
CTM,Level,Y,N,34.0,25,6.96,N,9999,,
MSM,Level with CI,N,Y,37.0,30,7.88,N,9999,,
MSM,Level accelerated,Y,N,41.0,10,9.03,N,9999,,
MSM,Level accelerated,N,N,37.0,15,11.25,N,9999,,
MSM,Level,Y,Y,46.0,20,12.93,N,9999,,
Direct,Level,N,N,33.0,5,14.95,N,9999,,
CTM,Decreasing with CI,N,N,42.0,20,227.1,N,9999,,
Direct,Level accelerated,N,Y,53.0,30,76.58,N,9999,,
CTM,Level,N,N,44.0,30,227.1,N,9999,,
Direct,Level with CI,N,Y,46.0,30,28.98,N,9999,,
CTM,Decreasing with CI,Y,N,48.0,20,36.0,N,580,1.0,-999997.0
Direct,Decreasing with CI,N,N,44.0,20,36.0,N,580,1.0,-999997.0
CTM,Level with CI,N,N,56.0,20,20.0,N,9999,,
MSM,Level,Y,N,45.0,10,11.76,N,564,19.0,-999997.0
MSM,Decreasing with CI,Y,Y,54.0,10,179.88,N,485,-999997.0,
CTM,Decreasing accelerated,N,Y,38.0,20,15.37,N,574,8.0,-999997.0
CTM,Decreasing accelerated,N,N,34.0,30,15.37,N,574,8.0,-999997.0
MSM,Decreasing,N,N,23.0,35,17.14,N,574,8.0,-999997.0
MSM,Level with CI,N,N,45.0,20,29.4,Y,567,12.0,-999997.0
Direct,Decreasing accelerated,Y,Y,60.0,15,29.4,Y,567,12.0,-999997.0
MSM,Level accelerated,N,N,55.0,20,38.2,Y,567,12.0,-999997.0
CTM,Level,Y,Y,64.0,20,38.2,Y,567,12.0,-999997.0
MSM,Level,N,N,26.0,20,28.5,N,514,14.0,-999997.0
CTM,Level,Y,N,56.0,30,28.5,N,514,14.0,-999997.0
CTM,Level with CI,Y,Y,41.0,5,28.5,N,514,14.0,-999997.0
CTM,Level,Y,N,44.0,30,28.5,N,514,14.0,-999997.0
CTM,Level with CI,N,N,45.0,20,28.5,N,514,14.0,-999997.0
CTM,Decreasing with CI,Y,N,53.0,30,174.85,N,9999,,
Direct,Level with CI,Y,N,46.0,40,69.57,N,573,8.0,-999997.0
MSM,Level with CI,Y,Y,47.0,30,69.57,N,573,8.0,-999997.0
CTM,Decreasing,Y,Y,55.0,30,31.02,N,9999,,
MSM,Level with CI,Y,N,40.0,20,35.87,N,9999,,
Direct,Level,Y,N,53.0,15,35.87,N,9999,,
Direct,Decreasing accelerated,Y,N,37.0,10,25.0,N,9999,,
Direct,Level accelerated,Y,N,29.0,25,25.0,N,9999,,
CTM,Decreasing with CI,Y,N,56.0,40,29.4,N,9999,,
CTM,Level with CI,Y,Y,59.0,40,30.47,N,9999,,
MSM,Decreasing with CI,Y,Y,56.0,30,25.0,N,9999,,
MSM,Level accelerated,N,Y,45.0,20,23.42,N,572,3.0,-999997.0
Direct,Level with CI,Y,N,45.0,10,20.0,N,572,3.0,-999997.0
Direct,Level with CI,Y,Y,53.0,20,20.0,N,572,3.0,-999997.0
CTM,Level,N,N,33.0,5,5.6,N,574,10.0,-999997.0
Direct,Decreasing,Y,N,44.0,20,5.6,N,574,10.0,-999997.0
MSM,Decreasing,Y,N,49.0,30,29.33,Y,9999,,
MSM,Level with CI,Y,Y,41.0,20,29.33,Y,9999,,
Direct,Level with CI,Y,Y,48.0,30,29.33,Y,9999,,
CTM,Level accelerated,Y,N,44.0,25,17.61,N,568,5.0,-999997.0
CTM,Decreasing,N,N,46.0,40,17.61,N,568,5.0,-999997.0
Direct,Level,N,N,51.0,20,17.21,N,568,5.0,-999997.0
MSM,Decreasing accelerated,Y,N,40.0,10,17.21,N,568,5.0,-999997.0
CTM,Level with CI,N,Y,45.0,20,18.6,N,568,5.0,-999997.0
MSM,Decreasing accelerated,Y,Y,44.0,20,15.0,N,568,5.0,-999997.0
CTM,Level with CI,N,Y,37.0,20,16.42,N,568,5.0,-999997.0
MSM,Level,Y,N,55.0,20,11.35,N,568,5.0,-999997.0
CTM,Decreasing,N,Y,35.0,25,16.42,Y,568,5.0,-999997.0
CTM,Level,Y,N,49.0,30,16.42,Y,568,5.0,-999997.0
CTM,Decreasing with CI,Y,N,46.0,20,28.43,N,567,4.0,-999997.0
CTM,Level accelerated,N,Y,47.0,20,46.06,N,567,4.0,-999997.0
Direct,Level,Y,Y,27.0,20,28.43,N,567,4.0,-999997.0
MSM,Decreasing accelerated,Y,N,38.0,30,20.03,N,567,4.0,-999997.0
Direct,Level with CI,Y,N,49.0,5,10.0,N,571,1.0,-999997.0
Direct,Decreasing with CI,Y,Y,55.0,10,10.0,N,571,1.0,-999997.0
CTM,Level,N,N,32.0,20,30.38,N,586,1.0,-999997.0
CTM,Decreasing,N,N,29.0,20,54.7,N,9999,,
MSM,Level,Y,N,33.0,20,54.7,N,9999,,
Direct,Level,Y,N,60.0,5,13.24,N,9999,,
MSM,Level,Y,Y,35.0,20,13.24,N,9999,,
CTM,Level accelerated,N,N,50.0,20,22.53,N,9999,,
CTM,Decreasing,,Y,53.0,30,13.24,N,9999,,
Direct,Decreasing,Y,Y,,30,28.35,N,456,8.0,20.0
CTM,Level with CI,Y,N,32.0,20,28.35,N,456,8.0,20.0
MSM,Decreasing with CI,N,N,60.0,30,36.0,N,580,1.0,-999997.0
CTM,Level,Y,Y,36.0,30,36.0,N,580,1.0,-999997.0
Direct,Level with CI,N,N,43.0,10,10.16,N,9999,,
CTM,Decreasing with CI,Y,N,49.0,30,9.78,N,9999,,
CTM,Decreasing with CI,N,Y,44.0,5,9.91,N,9999,,
MSM,Decreasing accelerated,Y,N,45.0,30,10.97,N,9999,,
CTM,Level,Y,N,47.0,35,9.59,N,9999,,
CTM,Decreasing with CI,Y,N,42.0,10,10.16,N,9999,,
MSM,Level with CI,Y,N,53.0,10,9.78,N,9999,,
MSM,Level accelerated,Y,Y,45.0,10,8.0,N,9999,,
CTM,Level accelerated,Y,N,52.0,20,19.96,N,573,8.0,-999997.0
CTM,Level,Y,N,49.0,35,79.01,N,564,3.0,-999997.0
CTM,Decreasing with CI,Y,N,42.0,30,31.84,N,542,4.0,-999997.0
Direct,Level,N,N,54.0,30,26.21,N,542,4.0,-999997.0
CTM,Level,Y,N,29.0,15,143.61,N,485,7.0,22.0
Direct,Level,N,Y,47.0,25,143.61,N,485,7.0,22.0
MSM,Level,Y,N,40.0,30,23.64,Y,537,3.0,-999997.0
CTM,Decreasing,N,N,46.0,10,23.64,Y,537,3.0,-999997.0
CTM,Decreasing,Y,N,45.0,20,23.64,Y,537,3.0,-999997.0
Direct,Level with CI,N,N,41.0,20,14.76,N,560,7.0,-999997.0
CTM,Level,Y,Y,41.0,20,14.76,N,560,7.0,-999997.0
CTM,Level,Y,Y,55.0,10,23.01,N,551,5.0,-999997.0
MSM,Level with CI,N,N,46.0,25,21.32,N,587,0.0,-999997.0
MSM,Level,N,N,30.0,15,21.32,N,587,0.0,-999997.0
CTM,Level,Y,Y,51.0,10,20.77,N,507,5.0,17.0
CTM,Level,Y,N,46.0,10,19.81,N,472,4.0,2.0
Direct,Level with CI,Y,N,58.0,20,21.27,N,472,4.0,2.0
CTM,Level,N,Y,34.0,20,21.27,N,472,4.0,2.0
Direct,Decreasing,N,Y,49.0,30,16.91,N,472,4.0,2.0
Direct,Decreasing with CI,N,N,44.0,20,25.66,Y,9999,,
MSM,Level,Y,N,39.0,15,21.96,Y,9999,,
Direct,Decreasing,Y,N,46.0,5,18.43,Y,9999,,
CTM,Level,Y,N,42.0,20,14.15,Y,9999,,
CTM,Decreasing with CI,Y,N,42.0,5,268.12,N,573,2.0,-999997.0
CTM,Level,Y,Y,46.0,5,18.43,Y,9999,,
Direct,Decreasing,Y,N,52.0,30,18.43,Y,9999,,
CTM,Decreasing with CI,Y,Y,46.0,5,14.15,Y,9999,,
CTM,Decreasing,N,N,47.0,30,10.96,Y,9999,,
CTM,Level,N,N,48.0,30,24.89,N,575,0.0,-999997.0
Direct,Decreasing accelerated,Y,Y,33.0,40,20.0,N,9999,,
MSM,Decreasing with CI,Y,N,37.0,5,20.0,N,9999,,
Direct,Decreasing with CI,N,N,45.0,20,20.0,N,9999,,
Direct,Decreasing,Y,Y,35.0,10,20.0,N,9999,,
MSM,Level,Y,N,53.0,35,8.23,N,540,5.0,-999997.0
CTM,Level,N,Y,60.0,30,8.23,N,540,5.0,-999997.0
MSM,Level,N,Y,39.0,20,207.53,N,533,5.0,-999997.0
CTM,Level,Y,Y,49.0,30,207.53,N,533,5.0,-999997.0
CTM,Decreasing,Y,Y,35.0,10,28.5,N,514,14.0,-999997.0
Direct,Level,Y,Y,41.0,25,28.5,N,514,14.0,-999997.0
Direct,Decreasing,Y,N,37.0,30,43.52,N,564,9.0,-999997.0
Direct,Decreasing with CI,Y,Y,44.0,10,43.52,N,564,9.0,-999997.0
CTM,Level,N,N,46.0,30,13.59,N,477,15.0,43.0
CTM,Level,Y,N,49.0,20,31.73,Y,9999,,
CTM,Level with CI,N,Y,52.0,10,30.04,Y,9999,,
MSM,Decreasing,N,Y,24.0,30,31.73,Y,9999,,
CTM,Decreasing,N,N,40.0,30,31.73,Y,9999,,
CTM,Level,Y,Y,56.0,30,45.76,N,584,8.0,-999997.0
CTM,Level with CI,Y,N,46.0,20,40.66,N,585,9.0,-999997.0
CTM,Level,N,N,45.0,5,25.94,N,539,5.0,-999997.0
CTM,Decreasing with CI,N,N,41.0,40,25.94,N,539,5.0,-999997.0
MSM,Decreasing,Y,N,44.0,10,25.94,N,539,5.0,-999997.0
CTM,Level accelerated,N,Y,51.0,30,255.67,N,598,0.0,-999997.0
CTM,Decreasing with CI,Y,N,40.0,20,255.67,N,598,0.0,-999997.0
MSM,Level accelerated,N,N,45.0,5,255.67,N,598,0.0,-999997.0
Direct,Decreasing with CI,Y,Y,43.0,30,11.64,N,564,19.0,-999997.0
CTM,Level with CI,Y,N,46.0,20,11.64,N,564,19.0,-999997.0
CTM,Decreasing,Y,N,42.0,30,11.76,N,564,19.0,-999997.0
MSM,Level,N,N,48.0,10,12.66,Y,587,12.0,-999997.0
Direct,Decreasing,Y,Y,50.0,25,13.0,Y,587,12.0,-999997.0
CTM,Decreasing with CI,Y,N,51.0,5,13.0,Y,587,12.0,-999997.0
Direct,Level with CI,N,N,52.0,25,13.0,Y,587,12.0,-999997.0
CTM,Level,N,Y,43.0,30,10.0,Y,587,12.0,-999997.0
Direct,Decreasing with CI,Y,N,46.0,20,4.26,Y,483,3.0,14.0
Direct,Level accelerated,N,N,55.0,20,4.26,Y,483,3.0,14.0
MSM,Level,Y,Y,44.0,20,5.8,Y,483,3.0,14.0
CTM,Level,Y,Y,44.0,20,33.22,N,565,10.0,-999997.0
Direct,Decreasing with CI,N,N,44.0,5,33.22,N,565,10.0,-999997.0
CTM,Decreasing with CI,Y,Y,45.0,15,10.87,Y,538,7.0,-999997.0
CTM,Decreasing with CI,Y,N,37.0,30,7.01,Y,538,7.0,-999997.0
Direct,Decreasing,Y,N,34.0,10,7.01,Y,538,7.0,-999997.0
CTM,Level,Y,N,32.0,10,6.53,Y,538,7.0,-999997.0
CTM,Decreasing,Y,N,24.0,30,6.44,Y,538,7.0,-999997.0
CTM,Decreasing with CI,N,Y,35.0,30,9.97,Y,538,7.0,-999997.0
CTM,Decreasing,Y,N,46.0,10,6.92,Y,538,7.0,-999997.0
MSM,Level,Y,N,36.0,30,6.46,Y,538,7.0,-999997.0
Direct,Decreasing,N,N,48.0,30,6.82,Y,538,7.0,-999997.0
CTM,Level,Y,N,53.0,5,7.01,Y,538,7.0,-999997.0
MSM,Level with CI,N,Y,44.0,30,26.58,N,576,6.0,-999997.0
MSM,Level,Y,N,33.0,20,59.0,N,549,9.0,-999997.0
CTM,Level,Y,Y,49.0,40,24.18,N,549,9.0,-999997.0
MSM,Decreasing,Y,Y,42.0,40,24.18,N,549,9.0,-999997.0
CTM,Decreasing,Y,Y,37.0,30,24.18,N,549,9.0,-999997.0
Direct,Level,Y,N,35.0,10,16.26,N,9999,,
CTM,Decreasing accelerated,N,Y,46.0,10,16.26,N,9999,,
MSM,Decreasing,Y,N,40.0,20,16.26,N,9999,,
CTM,Decreasing,N,N,42.0,20,19.41,N,9999,,
MSM,Decreasing,Y,N,47.0,5,19.41,N,9999,,
CTM,Level,N,N,45.0,20,9.99,Y,555,1.0,-999997.0
CTM,Decreasing,Y,N,42.0,20,10.09,Y,555,1.0,-999997.0
Direct,Decreasing with CI,Y,N,42.0,20,9.99,Y,555,1.0,-999997.0
CTM,Level,N,Y,51.0,5,9.99,Y,555,1.0,-999997.0
Direct,Level,Y,N,50.0,20,43.56,Y,526,27.0,-999997.0
CTM,Decreasing with CI,N,Y,48.0,5,43.56,Y,526,27.0,-999997.0
CTM,Decreasing,N,Y,45.0,30,43.56,Y,526,27.0,-999997.0
CTM,Level,Y,N,47.0,20,77.99,N,551,1.0,-999997.0
Direct,Decreasing with CI,N,Y,58.0,35,27.44,N,551,1.0,-999997.0
Direct,Level,N,Y,57.0,10,72.25,N,570,1.0,-999997.0
Direct,Level,N,Y,41.0,20,25.88,N,551,1.0,-999997.0
Direct,Level with CI,Y,Y,34.0,5,29.36,N,559,4.0,-999997.0
CTM,Level,Y,Y,46.0,20,29.36,N,559,4.0,-999997.0
CTM,Decreasing accelerated,Y,Y,41.0,30,5.96,N,559,4.0,-999997.0
CTM,Level,Y,N,60.0,5,5.96,N,559,4.0,-999997.0
Direct,Decreasing,N,N,27.0,20,5.54,N,559,4.0,-999997.0
Direct,Level with CI,Y,Y,48.0,30,5.06,N,9999,,
CTM,Decreasing,N,N,34.0,20,5.06,N,9999,,
CTM,Decreasing accelerated,N,Y,51.0,25,5.06,N,9999,,
MSM,Level,Y,N,39.0,30,5.06,N,9999,,
CTM,Decreasing with CI,Y,Y,34.0,20,16.51,N,566,13.0,-999997.0
CTM,Level,Y,N,48.0,20,16.51,N,566,13.0,-999997.0
CTM,Level,Y,N,40.0,10,318.02,N,9999,,
Direct,Level with CI,Y,N,38.0,30,26.05,N,9999,,
Direct,Decreasing,Y,Y,23.0,20,35.22,N,551,1.0,-999997.0
CTM,Level,N,N,47.0,35,43.51,N,499,-999997.0,
CTM,Level with CI,Y,N,39.0,20,8.12,N,523,7.0,-999997.0
MSM,Level,N,Y,44.0,5,5.8,Y,483,3.0,14.0
Direct,Decreasing with CI,Y,N,49.0,20,15.41,N,473,-999997.0,
Direct,Level,Y,N,41.0,35,60.55,N,9999,,
CTM,Decreasing with CI,Y,N,46.0,20,16.55,N,9999,,
CTM,Level with CI,N,Y,50.0,20,60.78,N,565,6.0,-999997.0
MSM,Level,Y,N,45.0,30,13.2,N,458,-999997.0,
CTM,Decreasing with CI,N,Y,30.0,20,91.13,N,9999,,
CTM,Level with CI,Y,N,32.0,30,85.14,N,9999,,
MSM,Level,Y,N,50.0,20,81.72,N,9999,,
Direct,Decreasing with CI,Y,N,42.0,10,78.29,N,9999,,
CTM,Decreasing,Y,N,53.0,15,76.58,N,9999,,
CTM,Decreasing with CI,N,Y,43.0,20,76.58,N,9999,,
Direct,Level,N,N,42.0,35,32.65,N,576,7.0,-999997.0
MSM,Level,Y,N,46.0,20,32.65,N,576,7.0,-999997.0
MSM,Decreasing with CI,Y,N,44.0,20,26.61,N,471,-999997.0,
CTM,Level,N,N,49.0,15,25.69,N,512,-999997.0,
MSM,Level with CI,Y,N,35.0,20,25.69,N,512,-999997.0,
CTM,Level,N,N,53.0,30,33.83,N,571,0.0,-999997.0
CTM,Decreasing with CI,N,N,54.0,30,19.46,N,9999,,
CTM,Decreasing with CI,N,N,56.0,30,19.46,N,9999,,
CTM,Decreasing,Y,N,35.0,30,19.46,N,9999,,
MSM,Level,Y,Y,27.0,20,10.83,N,9999,,
Direct,Level,N,Y,58.0,30,10.83,N,9999,,
CTM,Level with CI,Y,Y,40.0,15,9.31,N,527,9.0,-999997.0
CTM,Level with CI,Y,N,40.0,40,9.31,N,527,9.0,-999997.0
MSM,Decreasing with CI,Y,N,45.0,10,14.94,N,578,4.0,-999997.0
